EnviroPad,Time,Temperature(°C)
2113,20/10/2023 11:49:50,66.8
2114,20/10/2023 11:49:51,66.8
2115,20/10/2023 11:49:52,66.7
2116,20/10/2023 11:49:53,66.7
2117,20/10/2023 11:49:54,66.6
2118,20/10/2023 11:49:55,66.6
2119,20/10/2023 11:49:56,66.6
2120,20/10/2023 11:49:57,66.6
2121,20/10/2023 11:49:58,66.5
2122,20/10/2023 11:49:59,66.5
2123,20/10/2023 11:50:00,66.4
2124,20/10/2023 11:50:01,66.4
2125,20/10/2023 11:50:02,66.3
2126,20/10/2023 11:50:03,66.3
2127,20/10/2023 11:50:04,66.3
2128,20/10/2023 11:50:05,66.3
2129,20/10/2023 11:50:06,66.2
2130,20/10/2023 11:50:07,66.2
2131,20/10/2023 11:50:08,66.1
2132,20/10/2023 11:50:09,66.1
2133,20/10/2023 11:50:10,66.1
2134,20/10/2023 11:50:11,66
2135,20/10/2023 11:50:12,66
2136,20/10/2023 11:50:13,66
2137,20/10/2023 11:50:14,65.9
2138,20/10/2023 11:50:15,65.9
2139,20/10/2023 11:50:16,65.9
2140,20/10/2023 11:50:17,65.8
2141,20/10/2023 11:50:18,65.8
2142,20/10/2023 11:50:19,65.8
2143,20/10/2023 11:50:20,65.7
2144,20/10/2023 11:50:21,65.7
2145,20/10/2023 11:50:22,65.6
2146,20/10/2023 11:50:23,65.6
2147,20/10/2023 11:50:24,65.6
2148,20/10/2023 11:50:25,65.5
2149,20/10/2023 11:50:26,65.5
2150,20/10/2023 11:50:27,65.5
2151,20/10/2023 11:50:28,65.4
2152,20/10/2023 11:50:29,65.4
2153,20/10/2023 11:50:30,65.4
2154,20/10/2023 11:50:31,65.3
2155,20/10/2023 11:50:32,65.3
2156,20/10/2023 11:50:33,65.2
2157,20/10/2023 11:50:34,65.2
2158,20/10/2023 11:50:35,65.1
2159,20/10/2023 11:50:36,65.1
2160,20/10/2023 11:50:37,65.1
2161,20/10/2023 11:50:38,65.1
2162,20/10/2023 11:50:39,65
2163,20/10/2023 11:50:40,65
2164,20/10/2023 11:50:41,65
2165,20/10/2023 11:50:42,64.9
2166,20/10/2023 11:50:43,64.9
2167,20/10/2023 11:50:44,64.8
2168,20/10/2023 11:50:45,64.8
2169,20/10/2023 11:50:46,64.7
2170,20/10/2023 11:50:47,64.7
2171,20/10/2023 11:50:48,64.7
2172,20/10/2023 11:50:49,64.7
2173,20/10/2023 11:50:50,64.7
2174,20/10/2023 11:50:51,64.6
2175,20/10/2023 11:50:52,64.6
2176,20/10/2023 11:50:53,64.5
2177,20/10/2023 11:50:54,64.5
2178,20/10/2023 11:50:55,64.5
2179,20/10/2023 11:50:56,64.4
2180,20/10/2023 11:50:57,64.4
2181,20/10/2023 11:50:58,64.3
2182,20/10/2023 11:50:59,64.3
2183,20/10/2023 11:51:00,64.3
2184,20/10/2023 11:51:01,64.3
2185,20/10/2023 11:51:02,64.2
2186,20/10/2023 11:51:03,64.2
2187,20/10/2023 11:51:04,64.1
2188,20/10/2023 11:51:05,64.1
2189,20/10/2023 11:51:06,64.1
2190,20/10/2023 11:51:07,64
2191,20/10/2023 11:51:08,64
2192,20/10/2023 11:51:09,64
2193,20/10/2023 11:51:10,63.9
2194,20/10/2023 11:51:11,63.9
2195,20/10/2023 11:51:12,63.9
2196,20/10/2023 11:51:13,63.8
2197,20/10/2023 11:51:14,63.8
2198,20/10/2023 11:51:15,63.8
2199,20/10/2023 11:51:16,63.7
2200,20/10/2023 11:51:17,63.7
2201,20/10/2023 11:51:18,63.6
2202,20/10/2023 11:51:19,63.6
2203,20/10/2023 11:51:20,63.6
2204,20/10/2023 11:51:21,63.6
2205,20/10/2023 11:51:22,63.5
2206,20/10/2023 11:51:23,63.5
2207,20/10/2023 11:51:24,63.5
2208,20/10/2023 11:51:25,63.4
2209,20/10/2023 11:51:26,63.4
2210,20/10/2023 11:51:27,63.4
2211,20/10/2023 11:51:28,63.3
2212,20/10/2023 11:51:29,63.3
2213,20/10/2023 11:51:30,63.3
2214,20/10/2023 11:51:31,63.2
2215,20/10/2023 11:51:32,63.2
2216,20/10/2023 11:51:33,63.2
2217,20/10/2023 11:51:34,63.1
2218,20/10/2023 11:51:35,63.1
2219,20/10/2023 11:51:36,63.1
2220,20/10/2023 11:51:37,63
2221,20/10/2023 11:51:38,63
2222,20/10/2023 11:51:39,63
2223,20/10/2023 11:51:40,62.9
2224,20/10/2023 11:51:41,62.9
2225,20/10/2023 11:51:42,62.9
2226,20/10/2023 11:51:43,62.8
2227,20/10/2023 11:51:44,62.8
2228,20/10/2023 11:51:45,62.8
2229,20/10/2023 11:51:46,62.7
2230,20/10/2023 11:51:47,62.7
2231,20/10/2023 11:51:48,62.7
2232,20/10/2023 11:51:49,62.6
2233,20/10/2023 11:51:50,62.6
2234,20/10/2023 11:51:51,62.6
2235,20/10/2023 11:51:52,62.5
2236,20/10/2023 11:51:53,62.5
2237,20/10/2023 11:51:54,62.5
2238,20/10/2023 11:51:55,62.4
2239,20/10/2023 11:51:56,62.4
2240,20/10/2023 11:51:57,62.4
2241,20/10/2023 11:51:58,62.3
2242,20/10/2023 11:51:59,62.3
2243,20/10/2023 11:52:00,62.3
2244,20/10/2023 11:52:01,62.2
2245,20/10/2023 11:52:02,62.2
2246,20/10/2023 11:52:03,62.2
2247,20/10/2023 11:52:04,62.2
2248,20/10/2023 11:52:05,62.1
2249,20/10/2023 11:52:06,62.1
2250,20/10/2023 11:52:07,62
2251,20/10/2023 11:52:08,62
2252,20/10/2023 11:52:09,62
2253,20/10/2023 11:52:10,61.9
2254,20/10/2023 11:52:11,61.9
2255,20/10/2023 11:52:12,61.9
2256,20/10/2023 11:52:13,61.9
2257,20/10/2023 11:52:14,61.8
2258,20/10/2023 11:52:15,61.8
2259,20/10/2023 11:52:16,61.8
2260,20/10/2023 11:52:17,61.7
2261,20/10/2023 11:52:18,61.7
2262,20/10/2023 11:52:19,61.7
2263,20/10/2023 11:52:20,61.6
2264,20/10/2023 11:52:21,61.6
2265,20/10/2023 11:52:22,61.6
2266,20/10/2023 11:52:23,61.5
2267,20/10/2023 11:52:24,61.5
2268,20/10/2023 11:52:25,61.4
2269,20/10/2023 11:52:26,61.4
2270,20/10/2023 11:52:27,61.4
2271,20/10/2023 11:52:28,61.4
2272,20/10/2023 11:52:29,61.3
2273,20/10/2023 11:52:30,61.3
2274,20/10/2023 11:52:31,61.3
2275,20/10/2023 11:52:32,61.2
2276,20/10/2023 11:52:33,61.2
2277,20/10/2023 11:52:34,61.2
2278,20/10/2023 11:52:35,61.2
2279,20/10/2023 11:52:36,61.1
2280,20/10/2023 11:52:37,61.1
2281,20/10/2023 11:52:38,61.1
2282,20/10/2023 11:52:39,61
2283,20/10/2023 11:52:40,61
2284,20/10/2023 11:52:41,60.9
2285,20/10/2023 11:52:42,60.9
2286,20/10/2023 11:52:43,60.9
2287,20/10/2023 11:52:44,60.9
2288,20/10/2023 11:52:45,60.9
2289,20/10/2023 11:52:46,60.8
2290,20/10/2023 11:52:47,60.8
2291,20/10/2023 11:52:48,60.7
2292,20/10/2023 11:52:49,60.7
2293,20/10/2023 11:52:50,60.7
2294,20/10/2023 11:52:51,60.6
2295,20/10/2023 11:52:52,60.6
2296,20/10/2023 11:52:53,60.6
2297,20/10/2023 11:52:54,60.5
2298,20/10/2023 11:52:55,60.5
2299,20/10/2023 11:52:56,60.5
2300,20/10/2023 11:52:57,60.5
2301,20/10/2023 11:52:58,60.4
2302,20/10/2023 11:52:59,60.4
2303,20/10/2023 11:53:00,60.4
2304,20/10/2023 11:53:01,60.3
2305,20/10/2023 11:53:02,60.3
2306,20/10/2023 11:53:03,60.2
2307,20/10/2023 11:53:04,60.2
2308,20/10/2023 11:53:05,60.2
2309,20/10/2023 11:53:06,60.2
2310,20/10/2023 11:53:07,60.1
2311,20/10/2023 11:53:08,60.1
2312,20/10/2023 11:53:09,60.1
2313,20/10/2023 11:53:10,60.1
2314,20/10/2023 11:53:11,60
2315,20/10/2023 11:53:12,60
2316,20/10/2023 11:53:13,60
2317,20/10/2023 11:53:14,59.9
2318,20/10/2023 11:53:15,59.9
2319,20/10/2023 11:53:16,59.9
2320,20/10/2023 11:53:17,59.8
2321,20/10/2023 11:53:18,59.8
2322,20/10/2023 11:53:19,59.8
2323,20/10/2023 11:53:20,59.8
2324,20/10/2023 11:53:21,59.7
2325,20/10/2023 11:53:22,59.7
2326,20/10/2023 11:53:23,59.7
2327,20/10/2023 11:53:24,59.6
2328,20/10/2023 11:53:25,59.6
2329,20/10/2023 11:53:26,59.6
2330,20/10/2023 11:53:27,59.6
2331,20/10/2023 11:53:28,59.5
2332,20/10/2023 11:53:29,59.5
2333,20/10/2023 11:53:30,59.5
2334,20/10/2023 11:53:31,59.4
2335,20/10/2023 11:53:32,59.4
2336,20/10/2023 11:53:33,59.4
2337,20/10/2023 11:53:34,59.3
2338,20/10/2023 11:53:35,59.3
2339,20/10/2023 11:53:36,59.3
2340,20/10/2023 11:53:37,59.2
2341,20/10/2023 11:53:38,59.2
2342,20/10/2023 11:53:39,59.2
2343,20/10/2023 11:53:40,59.2
2344,20/10/2023 11:53:41,59.1
2345,20/10/2023 11:53:42,59.1
2346,20/10/2023 11:53:43,59.1
2347,20/10/2023 11:53:44,59.1
2348,20/10/2023 11:53:45,59
2349,20/10/2023 11:53:46,59
2350,20/10/2023 11:53:47,59
2351,20/10/2023 11:53:48,58.9
2352,20/10/2023 11:53:49,58.9
2353,20/10/2023 11:53:50,58.9
2354,20/10/2023 11:53:51,58.8
2355,20/10/2023 11:53:52,58.8
2356,20/10/2023 11:53:53,58.8
2357,20/10/2023 11:53:54,58.8
2358,20/10/2023 11:53:55,58.7
2359,20/10/2023 11:53:56,58.7
2360,20/10/2023 11:53:57,58.7
2361,20/10/2023 11:53:58,58.6
2362,20/10/2023 11:53:59,58.6
2363,20/10/2023 11:54:00,58.6
2364,20/10/2023 11:54:01,58.6
2365,20/10/2023 11:54:02,58.5
2366,20/10/2023 11:54:03,58.5
2367,20/10/2023 11:54:04,58.5
2368,20/10/2023 11:54:05,58.4
2369,20/10/2023 11:54:06,58.4
2370,20/10/2023 11:54:07,58.4
2371,20/10/2023 11:54:08,58.4
2372,20/10/2023 11:54:09,58.3
2373,20/10/2023 11:54:10,58.3
2374,20/10/2023 11:54:11,58.3
2375,20/10/2023 11:54:12,58.3
2376,20/10/2023 11:54:13,58.2
2377,20/10/2023 11:54:14,58.2
2378,20/10/2023 11:54:15,58.2
2379,20/10/2023 11:54:16,58.1
2380,20/10/2023 11:54:17,58.1
2381,20/10/2023 11:54:18,58.1
2382,20/10/2023 11:54:19,58.1
2383,20/10/2023 11:54:20,58
2384,20/10/2023 11:54:21,58
2385,20/10/2023 11:54:22,58
2386,20/10/2023 11:54:23,57.9
2387,20/10/2023 11:54:24,57.9
2388,20/10/2023 11:54:25,57.9
2389,20/10/2023 11:54:26,57.9
2390,20/10/2023 11:54:27,57.8
2391,20/10/2023 11:54:28,57.8
2392,20/10/2023 11:54:29,57.8
2393,20/10/2023 11:54:30,57.7
2394,20/10/2023 11:54:31,57.7
2395,20/10/2023 11:54:32,57.7
2396,20/10/2023 11:54:33,57.7
2397,20/10/2023 11:54:34,57.6
2398,20/10/2023 11:54:35,57.6
2399,20/10/2023 11:54:36,57.6
2400,20/10/2023 11:54:37,57.6
2401,20/10/2023 11:54:38,57.5
2402,20/10/2023 11:54:39,57.5
2403,20/10/2023 11:54:40,57.5
2404,20/10/2023 11:54:41,57.4
2405,20/10/2023 11:54:42,57.4
2406,20/10/2023 11:54:43,57.4
2407,20/10/2023 11:54:44,57.4
2408,20/10/2023 11:54:45,57.3
2409,20/10/2023 11:54:46,57.3
2410,20/10/2023 11:54:47,57.3
2411,20/10/2023 11:54:48,57.3
2412,20/10/2023 11:54:49,57.2
2413,20/10/2023 11:54:50,57.2
2414,20/10/2023 11:54:51,57.2
2415,20/10/2023 11:54:52,57.2
2416,20/10/2023 11:54:53,57.1
2417,20/10/2023 11:54:54,57.1
2418,20/10/2023 11:54:55,57.1
2419,20/10/2023 11:54:56,57
2420,20/10/2023 11:54:57,57
2421,20/10/2023 11:54:58,57
2422,20/10/2023 11:54:59,57
2423,20/10/2023 11:55:00,56.9
2424,20/10/2023 11:55:01,56.9
2425,20/10/2023 11:55:02,56.9
2426,20/10/2023 11:55:03,56.8
2427,20/10/2023 11:55:04,56.8
2428,20/10/2023 11:55:05,56.8
2429,20/10/2023 11:55:06,56.8
2430,20/10/2023 11:55:07,56.8
2431,20/10/2023 11:55:08,56.7
2432,20/10/2023 11:55:09,56.7
2433,20/10/2023 11:55:10,56.7
2434,20/10/2023 11:55:11,56.6
2435,20/10/2023 11:55:12,56.6
2436,20/10/2023 11:55:13,56.6
2437,20/10/2023 11:55:14,56.6
2438,20/10/2023 11:55:15,56.6
2439,20/10/2023 11:55:16,56.5
2440,20/10/2023 11:55:17,56.5
2441,20/10/2023 11:55:18,56.5
2442,20/10/2023 11:55:19,56.4
2443,20/10/2023 11:55:20,56.4
2444,20/10/2023 11:55:21,56.4
2445,20/10/2023 11:55:22,56.4
2446,20/10/2023 11:55:23,56.3
2447,20/10/2023 11:55:24,56.3
2448,20/10/2023 11:55:25,56.3
2449,20/10/2023 11:55:26,56.3
2450,20/10/2023 11:55:27,56.2
2451,20/10/2023 11:55:28,56.2
2452,20/10/2023 11:55:29,56.2
2453,20/10/2023 11:55:30,56.1
2454,20/10/2023 11:55:31,56.1
2455,20/10/2023 11:55:32,56.1
2456,20/10/2023 11:55:33,56.1
2457,20/10/2023 11:55:34,56.1
2458,20/10/2023 11:55:35,56
2459,20/10/2023 11:55:36,56
2460,20/10/2023 11:55:37,56
2461,20/10/2023 11:55:38,55.9
2462,20/10/2023 11:55:39,55.9
2463,20/10/2023 11:55:40,55.9
2464,20/10/2023 11:55:41,55.8
2465,20/10/2023 11:55:42,55.8
2466,20/10/2023 11:55:43,55.8
2467,20/10/2023 11:55:44,55.8
2468,20/10/2023 11:55:45,55.8
2469,20/10/2023 11:55:46,55.8
2470,20/10/2023 11:55:47,55.7
2471,20/10/2023 11:55:48,55.7
2472,20/10/2023 11:55:49,55.7
2473,20/10/2023 11:55:50,55.6
2474,20/10/2023 11:55:51,55.6
2475,20/10/2023 11:55:52,55.6
2476,20/10/2023 11:55:53,55.6
2477,20/10/2023 11:55:54,55.5
2478,20/10/2023 11:55:55,55.5
2479,20/10/2023 11:55:56,55.5
2480,20/10/2023 11:55:57,55.5
2481,20/10/2023 11:55:58,55.4
2482,20/10/2023 11:55:59,55.4
2483,20/10/2023 11:56:00,55.4
2484,20/10/2023 11:56:01,55.3
2485,20/10/2023 11:56:02,55.3
2486,20/10/2023 11:56:03,55.3
2487,20/10/2023 11:56:04,55.3
2488,20/10/2023 11:56:05,55.3
2489,20/10/2023 11:56:06,55.2
2490,20/10/2023 11:56:07,55.2
2491,20/10/2023 11:56:08,55.2
2492,20/10/2023 11:56:09,55.2
2493,20/10/2023 11:56:10,55.1
2494,20/10/2023 11:56:11,55.1
2495,20/10/2023 11:56:12,55.1
2496,20/10/2023 11:56:13,55.1
2497,20/10/2023 11:56:14,55
2498,20/10/2023 11:56:15,55
2499,20/10/2023 11:56:16,55
2500,20/10/2023 11:56:17,55
2501,20/10/2023 11:56:18,54.9
2502,20/10/2023 11:56:19,54.9
2503,20/10/2023 11:56:20,54.9
2504,20/10/2023 11:56:21,54.9
2505,20/10/2023 11:56:22,54.8
2506,20/10/2023 11:56:23,54.8
2507,20/10/2023 11:56:24,54.8
2508,20/10/2023 11:56:25,54.8
2509,20/10/2023 11:56:26,54.7
2510,20/10/2023 11:56:27,54.7
2511,20/10/2023 11:56:28,54.7
2512,20/10/2023 11:56:29,54.7
2513,20/10/2023 11:56:30,54.7
2514,20/10/2023 11:56:31,54.6
2515,20/10/2023 11:56:32,54.6
2516,20/10/2023 11:56:33,54.6
2517,20/10/2023 11:56:34,54.6
2518,20/10/2023 11:56:35,54.5
2519,20/10/2023 11:56:36,54.5
2520,20/10/2023 11:56:37,54.5
2521,20/10/2023 11:56:38,54.5
2522,20/10/2023 11:56:39,54.4
2523,20/10/2023 11:56:40,54.4
2524,20/10/2023 11:56:41,54.4
2525,20/10/2023 11:56:42,54.4
2526,20/10/2023 11:56:43,54.3
2527,20/10/2023 11:56:44,54.3
2528,20/10/2023 11:56:45,54.3
2529,20/10/2023 11:56:46,54.3
2530,20/10/2023 11:56:47,54.2
2531,20/10/2023 11:56:48,54.2
2532,20/10/2023 11:56:49,54.2
2533,20/10/2023 11:56:50,54.2
2534,20/10/2023 11:56:51,54.2
2535,20/10/2023 11:56:52,54.1
2536,20/10/2023 11:56:53,54.1
2537,20/10/2023 11:56:54,54.1
2538,20/10/2023 11:56:55,54.1
2539,20/10/2023 11:56:56,54
2540,20/10/2023 11:56:57,54
2541,20/10/2023 11:56:58,54
2542,20/10/2023 11:56:59,53.9
2543,20/10/2023 11:57:00,53.9
2544,20/10/2023 11:57:01,53.9
2545,20/10/2023 11:57:02,53.9
2546,20/10/2023 11:57:03,53.9
2547,20/10/2023 11:57:04,53.8
2548,20/10/2023 11:57:05,53.8
2549,20/10/2023 11:57:06,53.8
2550,20/10/2023 11:57:07,53.7
2551,20/10/2023 11:57:08,53.7
2552,20/10/2023 11:57:09,53.7
2553,20/10/2023 11:57:10,53.7
2554,20/10/2023 11:57:11,53.7
2555,20/10/2023 11:57:12,53.6
2556,20/10/2023 11:57:13,53.6
2557,20/10/2023 11:57:14,53.6
2558,20/10/2023 11:57:15,53.6
2559,20/10/2023 11:57:16,53.6
2560,20/10/2023 11:57:17,53.5
2561,20/10/2023 11:57:18,53.5
2562,20/10/2023 11:57:19,53.5
2563,20/10/2023 11:57:20,53.5
2564,20/10/2023 11:57:21,53.4
2565,20/10/2023 11:57:22,53.4
2566,20/10/2023 11:57:23,53.4
2567,20/10/2023 11:57:24,53.3
2568,20/10/2023 11:57:25,53.3
2569,20/10/2023 11:57:26,53.3
2570,20/10/2023 11:57:27,53.3
2571,20/10/2023 11:57:28,53.3
2572,20/10/2023 11:57:29,53.2
2573,20/10/2023 11:57:30,53.2
2574,20/10/2023 11:57:31,53.2
2575,20/10/2023 11:57:32,53.2
2576,20/10/2023 11:57:33,53.1
2577,20/10/2023 11:57:34,53.1
2578,20/10/2023 11:57:35,53.1
2579,20/10/2023 11:57:36,53.1
2580,20/10/2023 11:57:37,53
2581,20/10/2023 11:57:38,53
2582,20/10/2023 11:57:39,53
2583,20/10/2023 11:57:40,53
2584,20/10/2023 11:57:41,53
2585,20/10/2023 11:57:42,52.9
2586,20/10/2023 11:57:43,52.9
2587,20/10/2023 11:57:44,52.9
2588,20/10/2023 11:57:45,52.9
2589,20/10/2023 11:57:46,52.9
2590,20/10/2023 11:57:47,52.8
2591,20/10/2023 11:57:48,52.8
2592,20/10/2023 11:57:49,52.8
2593,20/10/2023 11:57:50,52.8
2594,20/10/2023 11:57:51,52.7
2595,20/10/2023 11:57:52,52.7
2596,20/10/2023 11:57:53,52.7
2597,20/10/2023 11:57:54,52.7
2598,20/10/2023 11:57:55,52.7
2599,20/10/2023 11:57:56,52.6
2600,20/10/2023 11:57:57,52.6
2601,20/10/2023 11:57:58,52.6
2602,20/10/2023 11:57:59,52.6
2603,20/10/2023 11:58:00,52.5
2604,20/10/2023 11:58:01,52.5
2605,20/10/2023 11:58:02,52.5
2606,20/10/2023 11:58:03,52.5
2607,20/10/2023 11:58:04,52.4
2608,20/10/2023 11:58:05,52.4
2609,20/10/2023 11:58:06,52.4
2610,20/10/2023 11:58:07,52.4
2611,20/10/2023 11:58:08,52.4
2612,20/10/2023 11:58:09,52.3
2613,20/10/2023 11:58:10,52.3
2614,20/10/2023 11:58:11,52.3
2615,20/10/2023 11:58:12,52.3
2616,20/10/2023 11:58:13,52.2
2617,20/10/2023 11:58:14,52.2
2618,20/10/2023 11:58:15,52.2
2619,20/10/2023 11:58:16,52.2
2620,20/10/2023 11:58:17,52.2
2621,20/10/2023 11:58:18,52.2
2622,20/10/2023 11:58:19,52.1
2623,20/10/2023 11:58:20,52.1
2624,20/10/2023 11:58:21,52.1
2625,20/10/2023 11:58:22,52.1
2626,20/10/2023 11:58:23,52
2627,20/10/2023 11:58:24,52
2628,20/10/2023 11:58:25,52
2629,20/10/2023 11:58:26,52
2630,20/10/2023 11:58:27,51.9
2631,20/10/2023 11:58:28,51.9
2632,20/10/2023 11:58:29,51.9
2633,20/10/2023 11:58:30,51.9
2634,20/10/2023 11:58:31,51.9
2635,20/10/2023 11:58:32,51.8
2636,20/10/2023 11:58:33,51.8
2637,20/10/2023 11:58:34,51.8
2638,20/10/2023 11:58:35,51.8
2639,20/10/2023 11:58:36,51.7
2640,20/10/2023 11:58:37,51.7
2641,20/10/2023 11:58:38,51.7
2642,20/10/2023 11:58:39,51.7
2643,20/10/2023 11:58:40,51.7
2644,20/10/2023 11:58:41,51.7
2645,20/10/2023 11:58:42,51.6
2646,20/10/2023 11:58:43,51.6
2647,20/10/2023 11:58:44,51.6
2648,20/10/2023 11:58:45,51.6
2649,20/10/2023 11:58:46,51.5
2650,20/10/2023 11:58:47,51.5
2651,20/10/2023 11:58:48,51.5
2652,20/10/2023 11:58:49,51.5
2653,20/10/2023 11:58:50,51.5
2654,20/10/2023 11:58:51,51.4
2655,20/10/2023 11:58:52,51.4
2656,20/10/2023 11:58:53,51.4
2657,20/10/2023 11:58:54,51.4
2658,20/10/2023 11:58:55,51.3
2659,20/10/2023 11:58:56,51.3
2660,20/10/2023 11:58:57,51.3
2661,20/10/2023 11:58:58,51.3
2662,20/10/2023 11:58:59,51.3
2663,20/10/2023 11:59:00,51.2
2664,20/10/2023 11:59:01,51.2
2665,20/10/2023 11:59:02,51.2
2666,20/10/2023 11:59:03,51.2
2667,20/10/2023 11:59:04,51.2
2668,20/10/2023 11:59:05,51.1
2669,20/10/2023 11:59:06,51.1
2670,20/10/2023 11:59:07,51.1
2671,20/10/2023 11:59:08,51.1
2672,20/10/2023 11:59:09,51.1
2673,20/10/2023 11:59:10,51
2674,20/10/2023 11:59:11,51
2675,20/10/2023 11:59:12,51
2676,20/10/2023 11:59:13,51
2677,20/10/2023 11:59:14,50.9
2678,20/10/2023 11:59:15,50.9
2679,20/10/2023 11:59:16,50.9
2680,20/10/2023 11:59:17,50.9
2681,20/10/2023 11:59:18,50.9
2682,20/10/2023 11:59:19,50.8
2683,20/10/2023 11:59:20,50.8
2684,20/10/2023 11:59:21,50.8
2685,20/10/2023 11:59:22,50.8
2686,20/10/2023 11:59:23,50.7
2687,20/10/2023 11:59:24,50.7
2688,20/10/2023 11:59:25,50.7
2689,20/10/2023 11:59:26,50.7
2690,20/10/2023 11:59:27,50.7
2691,20/10/2023 11:59:28,50.7
2692,20/10/2023 11:59:29,50.6
2693,20/10/2023 11:59:30,50.6
2694,20/10/2023 11:59:31,50.6
2695,20/10/2023 11:59:32,50.6
2696,20/10/2023 11:59:33,50.6
2697,20/10/2023 11:59:34,50.5
2698,20/10/2023 11:59:35,50.5
2699,20/10/2023 11:59:36,50.5
2700,20/10/2023 11:59:37,50.5
2701,20/10/2023 11:59:38,50.5
2702,20/10/2023 11:59:39,50.4
2703,20/10/2023 11:59:40,50.4
2704,20/10/2023 11:59:41,50.4
2705,20/10/2023 11:59:42,50.4
2706,20/10/2023 11:59:43,50.3
2707,20/10/2023 11:59:44,50.3
2708,20/10/2023 11:59:45,50.3
2709,20/10/2023 11:59:46,50.3
2710,20/10/2023 11:59:47,50.3
2711,20/10/2023 11:59:48,50.2
2712,20/10/2023 11:59:49,50.2
2713,20/10/2023 11:59:50,50.2
2714,20/10/2023 11:59:51,50.2
2715,20/10/2023 11:59:52,50.2
2716,20/10/2023 11:59:53,50.2
2717,20/10/2023 11:59:54,50.1
2718,20/10/2023 11:59:55,50.1
2719,20/10/2023 11:59:56,50.1
2720,20/10/2023 11:59:57,50.1
2721,20/10/2023 11:59:58,50
2722,20/10/2023 11:59:59,50
2723,20/10/2023 12:00:00,50
2724,20/10/2023 12:00:01,50
2725,20/10/2023 12:00:02,50
2726,20/10/2023 12:00:03,50
2727,20/10/2023 12:00:04,49.9
2728,20/10/2023 12:00:05,49.9
2729,20/10/2023 12:00:06,49.9
2730,20/10/2023 12:00:07,49.9
2731,20/10/2023 12:00:08,49.9
2732,20/10/2023 12:00:09,49.8
2733,20/10/2023 12:00:10,49.8
2734,20/10/2023 12:00:11,49.8
2735,20/10/2023 12:00:12,49.8
2736,20/10/2023 12:00:13,49.8
2737,20/10/2023 12:00:14,49.7
2738,20/10/2023 12:00:15,49.7
2739,20/10/2023 12:00:16,49.7
2740,20/10/2023 12:00:17,49.7
2741,20/10/2023 12:00:18,49.7
2742,20/10/2023 12:00:19,49.6
2743,20/10/2023 12:00:20,49.6
2744,20/10/2023 12:00:21,49.6
2745,20/10/2023 12:00:22,49.6
2746,20/10/2023 12:00:23,49.6
2747,20/10/2023 12:00:24,49.5
2748,20/10/2023 12:00:25,49.5
2749,20/10/2023 12:00:26,49.5
2750,20/10/2023 12:00:27,49.5
2751,20/10/2023 12:00:28,49.5
2752,20/10/2023 12:00:29,49.4
2753,20/10/2023 12:00:30,49.4
2754,20/10/2023 12:00:31,49.4
2755,20/10/2023 12:00:32,49.4
2756,20/10/2023 12:00:33,49.4
2757,20/10/2023 12:00:34,49.3
2758,20/10/2023 12:00:35,49.3
2759,20/10/2023 12:00:36,49.3
2760,20/10/2023 12:00:37,49.3
2761,20/10/2023 12:00:38,49.3
2762,20/10/2023 12:00:39,49.2
2763,20/10/2023 12:00:40,49.2
2764,20/10/2023 12:00:41,49.2
2765,20/10/2023 12:00:42,49.2
2766,20/10/2023 12:00:43,49.2
2767,20/10/2023 12:00:44,49.2
2768,20/10/2023 12:00:45,49.1
2769,20/10/2023 12:00:46,49.1
2770,20/10/2023 12:00:47,49.1
2771,20/10/2023 12:00:48,49.1
2772,20/10/2023 12:00:49,49.1
2773,20/10/2023 12:00:50,49.1
2774,20/10/2023 12:00:51,49
2775,20/10/2023 12:00:52,49
2776,20/10/2023 12:00:53,49
2777,20/10/2023 12:00:54,49
2778,20/10/2023 12:00:55,49
2779,20/10/2023 12:00:56,48.9
2780,20/10/2023 12:00:57,48.9
2781,20/10/2023 12:00:58,48.9
2782,20/10/2023 12:00:59,48.9
2783,20/10/2023 12:01:00,48.9
2784,20/10/2023 12:01:01,48.8
2785,20/10/2023 12:01:02,48.8
2786,20/10/2023 12:01:03,48.8
2787,20/10/2023 12:01:04,48.8
2788,20/10/2023 12:01:05,48.8
2789,20/10/2023 12:01:06,48.7
2790,20/10/2023 12:01:07,48.7
2791,20/10/2023 12:01:08,48.7
2792,20/10/2023 12:01:09,48.7
2793,20/10/2023 12:01:10,48.7
2794,20/10/2023 12:01:11,48.7
2795,20/10/2023 12:01:12,48.6
2796,20/10/2023 12:01:13,48.6
2797,20/10/2023 12:01:14,48.6
2798,20/10/2023 12:01:15,48.6
2799,20/10/2023 12:01:16,48.5
2800,20/10/2023 12:01:17,48.5
2801,20/10/2023 12:01:18,48.5
2802,20/10/2023 12:01:19,48.5
2803,20/10/2023 12:01:20,48.5
2804,20/10/2023 12:01:21,48.5
2805,20/10/2023 12:01:22,48.4
2806,20/10/2023 12:01:23,48.4
2807,20/10/2023 12:01:24,48.4
2808,20/10/2023 12:01:25,48.4
2809,20/10/2023 12:01:26,48.4
2810,20/10/2023 12:01:27,48.4
2811,20/10/2023 12:01:28,48.3
2812,20/10/2023 12:01:29,48.3
2813,20/10/2023 12:01:30,48.3
2814,20/10/2023 12:01:31,48.3
2815,20/10/2023 12:01:32,48.2
2816,20/10/2023 12:01:33,48.2
2817,20/10/2023 12:01:34,48.2
